"st","YEAR.id","State Name","Medicaid","med_month","med_day","med_year","population","Ever_medicaid","Estab_pct_ACS","Estab_pct_CPS","naics","estab","industry","estab_pop","Labor.Force"
38,2002,"North Dakota",0,NA,NA,NA,638168,1,0.108874396637689,0.113408974582834,"00",40636,"total",0.11929309534993,340640
38,2003,"North Dakota",0,NA,NA,NA,638817,1,0.107750906064153,0.131039682792583,"00",41401,"total",0.120112566546267,344685
38,2004,"North Dakota",0,NA,NA,NA,644705,1,0.109644150345322,0.106513763197165,"00",42804,"total",0.121441156193346,352467
38,2005,"North Dakota",0,NA,NA,NA,646089,1,0.0928190250663554,0.110499362765521,"00",44117,"total",0.124081699236109,355548
38,2006,"North Dakota",0,NA,NA,NA,649422,1,0.0895902660786496,0.0942019029736153,"00",44308,"total",0.122579288670518,361464
38,2007,"North Dakota",0,NA,NA,NA,652822,1,0.0852741726915526,0.099817885797703,"00",46156,"total",0.125684845712294,367236
38,2008,"North Dakota",0,NA,NA,NA,657569,1,0.0823719158026751,0.123882658703163,"00",46052,"total",0.124121016104036,371025
38,2009,"North Dakota",0,NA,NA,NA,664968,1,0.0775425312115351,0.106554186561423,"00",46928,"total",0.127289988336453,368670
38,2010,"North Dakota",0,NA,NA,NA,674499,1,0.0863373527680789,0.092499723998816,"00",47770,"total",0.126259756255501,378347
38,2011,"North Dakota",0,NA,NA,NA,685136,1,0.0873826231661695,0.12182647082207,"00",49831,"total",0.128219907008339,388637
38,2012,"North Dakota",0,NA,NA,NA,701116,1,0.0920461621698874,0.114189014012955,"00",50952,"total",0.128062251645642,397869
38,2013,"North Dakota",0,NA,NA,NA,721999,1,0.0787240361862286,0.100670862197749,"00",51879,"total",0.127718501814386,406198
38,2014,"North Dakota",1,1,1,2014,737382,1,0.0877306318210738,0.0959979984610253,"00",53588,"total",0.129581715214269,413546
38,2015,"North Dakota",1,1,1,2014,754022,1,0.0765491666288097,0.0786952677577116,"00",53263,"total",0.128977968917237,412962
38,2016,"North Dakota",1,1,1,2014,754353,1,0.0666819287184315,0.0792172210098848,"00",54064,"total",0.131072186193103,412475
38,2017,"North Dakota",1,1,1,2014,755176,1,0.0713603818615752,0.0958952723482907,"00",55317,"total",0.135001830384381,409750
39,2001,"Ohio",0,NA,NA,NA,11387404,1,0.056263223259534,0.0641194120547052,"00",608520,"total",0.104613483504191,5816841
39,2002,"Ohio",0,NA,NA,NA,11407889,1,0.0544979164675185,0.0559563580945994,"00",623622,"total",0.106547593623088,5852990
39,2003,"Ohio",0,NA,NA,NA,11434788,1,0.0571016286752688,0.0603824819559204,"00",648904,"total",0.110501155154824,5872373
39,2004,"Ohio",0,NA,NA,NA,11452251,1,0.0564998862074175,0.0507869761100849,"00",672835,"total",0.11461314878987,5870487
39,2005,"Ohio",0,NA,NA,NA,11463320,1,0.0567292154904845,0.058929254853974,"00",693705,"total",0.117775560482501,5890059
39,2006,"Ohio",0,NA,NA,NA,11481213,1,0.054512194005576,0.0576182834567693,"00",697212,"total",0.117267097961754,5945504
39,2007,"Ohio",0,NA,NA,NA,11500468,1,0.0551095431934938,0.0511113390448758,"00",718986,"total",0.12002512062843,5990296
39,2008,"Ohio",0,NA,NA,NA,11515391,1,0.0511476804736617,0.0588755677511242,"00",706539,"total",0.118443889110453,5965179
39,2009,"Ohio",0,NA,NA,NA,11528896,1,0.0518660506862091,0.0631984483200438,"00",719097,"total",0.121741216472564,5906767
39,2010,"Ohio",0,NA,NA,NA,11536182,1,0.0506604316904917,0.0540069644655492,"00",730393,"total",0.124919850594153,5846893
39,2011,"Ohio",0,NA,NA,NA,11543463,1,0.0505788246259096,0.062144427288313,"00",742500,"total",0.128649910586146,5771477
39,2012,"Ohio",0,NA,NA,NA,11548369,1,0.0493029415073638,0.0678982136574821,"00",743915,"total",0.130383307627594,5705600
39,2013,"Ohio",0,NA,NA,NA,11576576,1,0.0483095142822781,0.0512796685687363,"00",745540,"total",0.130413418969508,5716743
39,2014,"Ohio",1,1,1,2014,11602973,1,0.0483726433131814,0.0509103712014912,"00",757764,"total",0.132838929791168,5704382
39,2015,"Ohio",1,1,1,2014,11617850,1,0.0487697302435414,0.059282577797863,"00",763418,"total",0.133951947231827,5699193
39,2016,"Ohio",1,1,1,2014,11635003,1,0.0467480984916849,0.0601046793593949,"00",768858,"total",0.133872567387425,5743208
39,2017,"Ohio",1,1,1,2014,11664129,1,0.0481331628445297,0.055905228957937,"00",785833,"total",0.135987028302907,5778735
4,2001,"Arizona",0,NA,NA,NA,5273477,1,0.0615059933627629,0.055643796953149,"00",276858,"total",0.107090016837615,2585283
4,2002,"Arizona",0,NA,NA,NA,5396255,1,0.0648986255018213,0.0539876665444084,"00",289300,"total",0.107971047487107,2679422
4,2003,"Arizona",0,NA,NA,NA,5510364,1,0.0612416894042703,0.0634516453510965,"00",316351,"total",0.115625323236358,2736001
4,2004,"Arizona",0,NA,NA,NA,5652404,1,0.0628901648039754,0.0617779363952185,"00",334683,"total",0.11968900021171,2796272
4,2005,"Arizona",0,NA,NA,NA,5839077,1,0.0619600192959113,0.0744439710103426,"00",358145,"total",0.124216805833745,2883225
4,2006,"Arizona",0,NA,NA,NA,6029141,1,0.0620354011011813,0.0600904421998038,"00",367018,"total",0.122730311194696,2990443
4,2007,"Arizona",0,NA,NA,NA,6167681,1,0.060929767268819,0.0585811998832193,"00",389134,"total",0.128257111451328,3034015
4,2008,"Arizona",0,NA,NA,NA,6280362,1,0.0596606694080357,0.0590367927668092,"00",381653,"total",0.122921003947355,3104864
4,2009,"Arizona",0,NA,NA,NA,6343154,1,0.0609078228502814,0.0770642112562377,"00",388958,"total",0.124342774281347,3128111
4,2010,"Arizona",0,NA,NA,NA,6413737,1,0.0581403590319226,0.0861356016948853,"00",395995,"total",0.128165916109818,3089706
4,2011,"Arizona",0,NA,NA,NA,6473497,1,0.0602334034088177,0.0736897376330335,"00",408650,"total",0.134556419854225,3037016
4,2012,"Arizona",0,NA,NA,NA,6556629,1,0.0576200935414593,0.0646159305567364,"00",413571,"total",0.136542640542141,3028878
4,2013,"Arizona",0,NA,NA,NA,6634999,1,0.0600034233661303,0.0723924486640521,"00",420233,"total",0.1387169001155,3029429
4,2014,"Arizona",1,1,1,2014,6733840,1,0.060642929548748,0.0639474399589466,"00",438353,"total",0.141409439382429,3099885
4,2015,"Arizona",1,1,1,2014,6833596,1,0.0572885459785023,0.0709523276065084,"00",451951,"total",0.142849195896244,3163833
4,2016,"Arizona",1,1,1,2014,6945452,1,0.0654453054176758,0.0682552594375329,"00",467815,"total",0.144552644304676,3236295
4,2017,"Arizona",1,1,1,2014,7048876,1,0.0570368865775918,0.0606656955685062,"00",485984,"total",0.146311841744384,3321563
40,2001,"Oklahoma",0,NA,NA,NA,3467100,0,0.0814532167771249,0.101134365847578,"00",221777,"total",0.132329916345454,1675940
40,2002,"Oklahoma",0,NA,NA,NA,3489080,0,0.072008659116984,0.0813118733493724,"00",228077,"total",0.135230787109505,1686576
40,2003,"Oklahoma",0,NA,NA,NA,3504892,0,0.0822712323937241,0.0974122473520654,"00",239483,"total",0.14207784163989,1685576
40,2004,"Oklahoma",0,NA,NA,NA,3525233,0,0.0795154439304336,0.0884950052384281,"00",248416,"total",0.147025209885092,1689615
40,2005,"Oklahoma",0,NA,NA,NA,3548597,0,0.081896802477783,0.0939255641024129,"00",256401,"total",0.150532173778266,1703297
40,2006,"Oklahoma",0,NA,NA,NA,3594090,0,0.0757895371091963,0.077436628513151,"00",257057,"total",0.149817577806271,1715800
40,2007,"Oklahoma",0,NA,NA,NA,3634349,0,0.0736026875932643,0.0904805044844302,"00",270165,"total",0.156503076014042,1726260
40,2008,"Oklahoma",0,NA,NA,NA,3668976,0,0.068883776134593,0.0721002957616642,"00",262667,"total",0.150398373867361,1746475
40,2009,"Oklahoma",0,NA,NA,NA,3717572,0,0.0692054591826801,0.0706827450324633,"00",260896,"total",0.147863428545844,1764439
40,2010,"Oklahoma",0,NA,NA,NA,3761702,0,0.0703759532361312,0.0672646216085109,"00",263043,"total",0.148755577422255,1768290
40,2011,"Oklahoma",0,NA,NA,NA,3787821,0,0.0622440488548919,0.0690093188436857,"00",265596,"total",0.149827971656363,1772673
40,2012,"Oklahoma",0,NA,NA,NA,3818600,0,0.0595402216240232,0.0821741933906772,"00",266586,"total",0.147785758159688,1803868
40,2013,"Oklahoma",0,NA,NA,NA,3853205,0,0.0583047951171376,0.0730123310808304,"00",266444,"total",0.147853673451608,1802079
40,2014,"Oklahoma",0,NA,NA,NA,3878367,0,0.0571835941096623,0.0837991098771251,"00",275014,"total",0.152932880897487,1798266
40,2015,"Oklahoma",0,NA,NA,NA,3909831,0,0.0601328338966962,0.0924795911962466,"00",276218,"total",0.150760521438037,1832164
40,2016,"Oklahoma",0,NA,NA,NA,3926769,0,0.0590799725576467,0.0844358465058494,"00",280292,"total",0.153021287653838,1831719
40,2017,"Oklahoma",0,NA,NA,NA,3932640,0,0.0615764886280874,0.0755144805720541,"00",287984,"total",0.156877100662952,1835730
41,2001,"Oregon",0,NA,NA,NA,3467937,1,0.0926883723689532,0.0846076747966864,"00",213523,"total",0.117068054445311,1823922
41,2002,"Oregon",0,NA,NA,NA,3513424,1,0.0911706321800523,0.0827524607695209,"00",218326,"total",0.118957677795486,1835325
41,2003,"Oregon",0,NA,NA,NA,3547376,1,0.0956090285273837,0.0829234906471638,"00",227156,"total",0.123083091761264,1845550
41,2004,"Oregon",0,NA,NA,NA,3569463,1,0.087590771944898,0.0903827047503959,"00",236812,"total",0.128834158907359,1838115
41,2005,"Oregon",0,NA,NA,NA,3613202,1,0.0869982555996976,0.0957808936713032,"00",246129,"total",0.133347961414373,1845765
41,2006,"Oregon",0,NA,NA,NA,3670883,1,0.0853294775740964,0.104968934014349,"00",248194,"total",0.131641296904976,1885381
41,2007,"Oregon",0,NA,NA,NA,3722417,1,0.0852917412056864,0.105215841392335,"00",261731,"total",0.136192605674662,1921771
41,2008,"Oregon",0,NA,NA,NA,3768748,1,0.0808903125979456,0.105231187115578,"00",255818,"total",0.130844830893165,1955125
41,2009,"Oregon",0,NA,NA,NA,3808600,1,0.0779349578377741,0.0815428747825563,"00",257828,"total",0.130437312149943,1976643
41,2010,"Oregon",0,NA,NA,NA,3838957,1,0.0818349866637156,0.0823225901821546,"00",258805,"total",0.130443175655379,1984044
41,2011,"Oregon",0,NA,NA,NA,3871728,1,0.0790783641791777,0.0852729034477673,"00",259810,"total",0.130302945194624,1993892
41,2012,"Oregon",0,NA,NA,NA,3899118,1,0.0776805722709389,0.0927774714766672,"00",261156,"total",0.13369003667369,1953444
41,2013,"Oregon",0,NA,NA,NA,3922908,1,0.0716299575133771,0.0888304209642878,"00",260438,"total",0.136304591077853,1910706
41,2014,"Oregon",1,1,1,2014,3964106,1,0.0732233847477018,0.0846558065198614,"00",269901,"total",0.139348980907866,1936871
41,2015,"Oregon",1,1,1,2014,4016918,1,0.0737140938187445,0.0860533335696624,"00",278839,"total",0.1409617626451,1978118
41,2016,"Oregon",1,1,1,2014,4091404,1,0.0692183978866833,0.105250219294653,"00",286538,"total",0.139957876556428,2047316
41,2017,"Oregon",1,1,1,2014,4146592,1,0.0728404387018287,0.0855528144623441,"00",295127,"total",0.141291499683308,2088781
42,2001,"Pennsylvania",0,NA,NA,NA,12298970,1,0.0602611128442575,0.0693659469869153,"00",639679,"total",0.103530946848053,6178626
42,2002,"Pennsylvania",0,NA,NA,NA,12331031,1,0.0597851540843397,0.0523515902089433,"00",655959,"total",0.105482642196595,6218644
42,2003,"Pennsylvania",0,NA,NA,NA,12374658,1,0.0584425420941482,0.0610151997968518,"00",683294,"total",0.110738001603146,6170366
42,2004,"Pennsylvania",0,NA,NA,NA,12410722,1,0.0598909595565658,0.0660060289450389,"00",707898,"total",0.113923781733069,6213786
42,2005,"Pennsylvania",0,NA,NA,NA,12449990,1,0.0600255314549266,0.0734337261360164,"00",730980,"total",0.116930420497136,6251410
42,2006,"Pennsylvania",0,NA,NA,NA,12510809,1,0.0603625712665937,0.0639924566602317,"00",742056,"total",0.117889361399263,6294512
42,2007,"Pennsylvania",0,NA,NA,NA,12563937,1,0.0572101380555461,0.0607929876673548,"00",771520,"total",0.121633219843468,6343004
42,2008,"Pennsylvania",0,NA,NA,NA,12612285,1,0.054184384413059,0.0626010843365726,"00",761673,"total",0.118060649085335,6451540
42,2009,"Pennsylvania",0,NA,NA,NA,12666858,1,0.0531211464030884,0.0639362721904076,"00",758863,"total",0.118567397266395,6400267
42,2010,"Pennsylvania",0,NA,NA,NA,12709630,1,0.0544260600543927,0.0672258051880112,"00",762405,"total",0.119481369005539,6380953
42,2011,"Pennsylvania",0,NA,NA,NA,12744583,1,0.0517259465863652,0.0630895391612647,"00",772193,"total",0.120739957204318,6395505
42,2012,"Pennsylvania",0,NA,NA,NA,12766827,1,0.0498239427179997,0.0537334664882481,"00",774209,"total",0.119791983376,6462945
42,2013,"Pennsylvania",0,NA,NA,NA,12776621,1,0.0489498597239092,0.0526914414516838,"00",778528,"total",0.120844105689543,6442416
42,2014,"Pennsylvania",0,NA,NA,NA,12789101,1,0.0510968526007547,0.0550537297916542,"00",799663,"total",0.125096717048701,6392358
42,2015,"Pennsylvania",1,1,1,2015,12785759,1,0.0508617677437032,0.0550408743549849,"00",811890,"total",0.126591811456178,6413448
42,2016,"Pennsylvania",1,1,1,2015,12783538,1,0.0482390110865361,0.052526899885773,"00",831951,"total",0.129008652772609,6448800
42,2017,"Pennsylvania",1,1,1,2015,12790447,1,0.0506999107789851,0.0472618374460217,"00",849036,"total",0.132124088670334,6426050
44,2001,"Rhode Island",0,NA,NA,NA,1057142,1,0.0528498386883761,0.0483197817425433,"00",60516,"total",0.111269850901048,543867
44,2002,"Rhode Island",0,NA,NA,NA,1065995,1,0.0514009025089015,0.0554036300345021,"00",63292,"total",0.11502324381104,550254
44,2003,"Rhode Island",0,NA,NA,NA,1071342,1,0.0581407403435394,0.060346450853824,"00",65635,"total",0.117104354636983,560483
44,2004,"Rhode Island",0,NA,NA,NA,1074579,1,0.0610051622124597,0.0572709641698139,"00",67449,"total",0.120727057939108,558690
44,2005,"Rhode Island",0,NA,NA,NA,1067916,1,0.0524244757461842,0.0491826611743776,"00",69316,"total",0.122523579902994,565736
44,2006,"Rhode Island",0,NA,NA,NA,1063096,1,0.0637108203247258,0.0700872514008698,"00",69327,"total",0.121073413866152,572603
44,2007,"Rhode Island",0,NA,NA,NA,1057315,1,0.0610559493413047,0.0629178309977264,"00",72389,"total",0.126295202321114,573173
44,2008,"Rhode Island",0,NA,NA,NA,1055003,1,0.0518246358473457,0.0720385235021723,"00",71021,"total",0.12452658820889,570328
44,2009,"Rhode Island",0,NA,NA,NA,1053646,1,0.0582733738326482,0.0651597372751743,"00",72099,"total",0.127094846505725,567285
44,2010,"Rhode Island",0,NA,NA,NA,1052886,1,0.051388502139078,0.057948398855046,"00",71934,"total",0.12693421421803,566703
44,2011,"Rhode Island",0,NA,NA,NA,1053536,1,0.0497997696170714,0.0484171341463211,"00",73060,"total",0.130451240590227,560056
44,2012,"Rhode Island",0,NA,NA,NA,1054601,1,0.0521153410318711,0.0637249270899636,"00",73154,"total",0.130985804529372,558488
44,2013,"Rhode Island",0,NA,NA,NA,1055122,1,0.0477363275436835,0.0535906713826654,"00",73758,"total",0.132437227074236,556928
44,2014,"Rhode Island",1,1,1,2014,1056017,1,0.0476105952788778,0.0468284117319745,"00",75223,"total",0.135152179381221,556580
44,2015,"Rhode Island",1,1,1,2014,1056173,1,0.0482088505940919,0.0577135425349842,"00",76747,"total",0.138425548493222,554428
44,2016,"Rhode Island",1,1,1,2014,1057063,1,0.0535943638731619,0.0462713359533179,"00",78381,"total",0.141692698164779,553176
44,2017,"Rhode Island",1,1,1,2014,1056486,1,0.0561040902532724,0.0520284354937796,"00",80905,"total",0.146269190995148,553124
45,2001,"South Carolina",0,NA,NA,NA,4064995,0,0.0633739901439153,0.0558293859941597,"00",212413,"total",0.108947007500163,1949691
45,2002,"South Carolina",0,NA,NA,NA,4107795,0,0.0575712453662739,0.0599656897135778,"00",221692,"total",0.113738716783967,1949134
45,2003,"South Carolina",0,NA,NA,NA,4150297,0,0.0573870689196626,0.0589594421972811,"00",235708,"total",0.117972916700034,1997984
45,2004,"South Carolina",0,NA,NA,NA,4210921,0,0.0654185149026702,0.0645826575471474,"00",246641,"total",0.121300065459671,2033313
45,2005,"South Carolina",0,NA,NA,NA,4270150,0,0.0616247971995441,0.0736504819537859,"00",259604,"total",0.125497498548535,2068599
45,2006,"South Carolina",0,NA,NA,NA,4357847,0,0.0570361739757898,0.0612813111955553,"00",270661,"total",0.128329667484864,2109107
45,2007,"South Carolina",0,NA,NA,NA,4444110,0,0.0614407901918778,0.0556946223960676,"00",287197,"total",0.135094567184848,2125896
45,2008,"South Carolina",0,NA,NA,NA,4528996,0,0.0548539072745231,0.06888373097944,"00",282855,"total",0.132037088298738,2142239
45,2009,"South Carolina",0,NA,NA,NA,4589872,0,0.0535435023034563,0.0704955136350509,"00",288446,"total",0.133989361529168,2152753
45,2010,"South Carolina",0,NA,NA,NA,4636312,0,0.0512636568254291,0.0593072150265993,"00",295574,"total",0.137114869782763,2155667
45,2011,"South Carolina",0,NA,NA,NA,4671422,0,0.053885991642536,0.0534166892706069,"00",301675,"total",0.138667550437204,2175527
45,2012,"South Carolina",0,NA,NA,NA,4717112,0,0.0516046732734848,0.04893103533519,"00",304327,"total",0.139160356306702,2186880
45,2013,"South Carolina",0,NA,NA,NA,4764153,0,0.0497465420201686,0.0582405396427115,"00",308746,"total",0.140917107261787,2190976
45,2014,"South Carolina",0,NA,NA,NA,4823793,0,0.0499231836727416,0.046468122639774,"00",319046,"total",0.143562574358291,2222348
45,2015,"South Carolina",0,NA,NA,NA,4892253,0,0.0514614691658969,0.0526904066889762,"00",329431,"total",0.144932375655412,2272998
45,2016,"South Carolina",0,NA,NA,NA,4958235,0,0.0493676536229728,0.0628787134096697,"00",339739,"total",0.147918472622115,2296799
45,2017,"South Carolina",0,NA,NA,NA,5021219,0,0.0535612453853549,0.0539625924754212,"00",351453,"total",0.152027667112213,2311770
46,2001,"South Dakota",0,NA,NA,NA,745370,0,0.123773223913713,0.130885992474618,"00",49016,"total",0.118747213985309,412776
46,2002,"South Dakota",0,NA,NA,NA,747148,0,0.114135675149,0.122136992514884,"00",49991,"total",0.119730605538777,417529
46,2003,"South Dakota",0,NA,NA,NA,750736,0,0.109122064861144,0.111863250548026,"00",51975,"total",0.122861012814421,423039
46,2004,"South Dakota",0,NA,NA,NA,757413,0,0.101927105666156,0.109345278768793,"00",53954,"total",0.12615890400709,427667
46,2005,"South Dakota",0,NA,NA,NA,762343,0,0.10262214313063,0.124838586898184,"00",55519,"total",0.128930452472295,430612
46,2006,"South Dakota",0,NA,NA,NA,769629,0,0.100759181965982,0.117585956393202,"00",56015,"total",0.128764490746381,435019
46,2007,"South Dakota",0,NA,NA,NA,778278,0,0.0917296657889783,0.120036950086332,"00",57777,"total",0.130566540869133,442510
46,2008,"South Dakota",0,NA,NA,NA,785756,0,0.0879598192863804,0.126265852847947,"00",57094,"total",0.127836602726721,446617
46,2009,"South Dakota",0,NA,NA,NA,793642,0,0.0896246715074489,0.120837237216161,"00",59433,"total",0.133253664683171,446014
46,2010,"South Dakota",0,NA,NA,NA,802819,0,0.0892961537315246,0.106036552540851,"00",60211,"total",0.13642615187665,441345
46,2011,"South Dakota",0,NA,NA,NA,809587,0,0.0792138818304604,0.118913681206861,"00",61356,"total",0.13914944572455,440936
46,2012,"South Dakota",0,NA,NA,NA,819458,0,0.0775028750815902,0.101156060058371,"00",61973,"total",0.140068753997654,442447
46,2013,"South Dakota",0,NA,NA,NA,828143,0,0.0888212130779485,0.108945750596933,"00",62414,"total",0.140862044840054,443086
46,2014,"South Dakota",0,NA,NA,NA,834875,0,0.0730185994864321,0.110440488506224,"00",63384,"total",0.141886582960806,446723
46,2015,"South Dakota",0,NA,NA,NA,839573,0,0.0845413188463407,0.0790317485199366,"00",64006,"total",0.142283615799114,449848
46,2016,"South Dakota",0,NA,NA,NA,848460,0,0.0785587020225423,0.0818610980553482,"00",65222,"total",0.144040883211647,452802
46,2017,"South Dakota",0,NA,NA,NA,858922,0,0.0715588074603362,0.111422989461281,"00",66713,"total",0.146222837879897,456242
47,2001,"Tennessee",0,NA,NA,NA,5750789,0,0.0766357956083804,0.0667325588020648,"00",349957,"total",0.122304813355649,2861351
47,2002,"Tennessee",0,NA,NA,NA,5795918,0,0.0785374258564643,0.0856585871712112,"00",364587,"total",0.125434227425249,2906599
47,2003,"Tennessee",0,NA,NA,NA,5847812,0,0.0805630809911483,0.0919470380994272,"00",387545,"total",0.133076688255208,2912193
47,2004,"Tennessee",0,NA,NA,NA,5910809,0,0.0762634519754954,0.0857954315425723,"00",404593,"total",0.140545071423559,2878742
47,2005,"Tennessee",0,NA,NA,NA,5991057,0,0.0766291545472404,0.0852074549344035,"00",422761,"total",0.145538462809565,2904806
47,2006,"Tennessee",0,NA,NA,NA,6088766,0,0.07579231750207,0.0833526086032298,"00",436143,"total",0.143655742418798,3036029
47,2007,"Tennessee",0,NA,NA,NA,6175727,0,0.0797686940867186,0.0840036316494858,"00",459681,"total",0.150042302123332,3063676
47,2008,"Tennessee",0,NA,NA,NA,6247411,0,0.071131227218266,0.0841788243864586,"00",453314,"total",0.148393954303406,3054801
47,2009,"Tennessee",0,NA,NA,NA,6306019,0,0.0716313679247534,0.0667519335441624,"00",457490,"total",0.149864447510591,3052692
47,2010,"Tennessee",0,NA,NA,NA,6356897,0,0.068940829621196,0.0855637700615197,"00",465545,"total",0.150623157228582,3090793
47,2011,"Tennessee",0,NA,NA,NA,6397410,0,0.0705466208910744,0.0890368085744664,"00",473451,"total",0.15148904990377,3125315
47,2012,"Tennessee",0,NA,NA,NA,6451281,0,0.0632621286944596,0.0679299511484023,"00",471026,"total",0.151910450668595,3100682
47,2013,"Tennessee",0,NA,NA,NA,6493432,0,0.063544290312037,0.0735776301467323,"00",470330,"total",0.153330012427317,3067436
47,2014,"Tennessee",0,NA,NA,NA,6540826,0,0.0666601124861236,0.0709164074370157,"00",487341,"total",0.161147186791341,3024198
47,2015,"Tennessee",0,NA,NA,NA,6590808,0,0.0649841876992084,0.0655504673133293,"00",495703,"total",0.162137135721077,3057307
47,2016,"Tennessee",0,NA,NA,NA,6645011,0,0.067173554762419,0.059682657431419,"00",508596,"total",0.16283956526681,3123295
47,2017,"Tennessee",0,NA,NA,NA,6708794,0,0.0689232114913499,0.0753712871747583,"00",524081,"total",0.164533710069853,3185250
48,2001,"Texas",0,NA,NA,NA,21319622,0,0.0719104763108588,0.0783074522703767,"00",1319388,"total",0.125265255911726,10532753
48,2002,"Texas",0,NA,NA,NA,21690325,0,0.0711990752075693,0.077657178317212,"00",1388284,"total",0.129156754735167,10748830
48,2003,"Texas",0,NA,NA,NA,22030931,0,0.0697915399216985,0.0770217154500481,"00",1500067,"total",0.137435615435309,10914689
48,2004,"Texas",0,NA,NA,NA,22394023,0,0.0764514023359522,0.081634153656249,"00",1581734,"total",0.143893587443746,10992387
48,2005,"Texas",0,NA,NA,NA,22778123,0,0.07330712719318,0.076933602392546,"00",1686274,"total",0.151585355746102,11124254
48,2006,"Texas",0,NA,NA,NA,23359580,0,0.0722825507087527,0.0769616557473491,"00",1736997,"total",0.153336586040203,11328001
48,2007,"Texas",0,NA,NA,NA,23831983,0,0.0709098433413591,0.0731155819641236,"00",1819963,"total",0.159203681983655,11431664
48,2008,"Texas",0,NA,NA,NA,24309039,0,0.068898735231341,0.0682530605238361,"00",1835870,"total",0.157390770058006,11664407
48,2009,"Texas",0,NA,NA,NA,24801761,0,0.0698556711070355,0.0745581652342813,"00",1879376,"total",0.157787381936061,11910813
48,2010,"Texas",0,NA,NA,NA,25257114,0,0.0683333350698192,0.0734868942578298,"00",1934472,"total",0.158019355343582,12241994
48,2011,"Texas",0,NA,NA,NA,25646227,0,0.0651603725108321,0.0685141161857374,"00",1975620,"total",0.157992571001571,12504512
48,2012,"Texas",0,NA,NA,NA,26089620,0,0.0659604895572629,0.0708748430986047,"00",2014124,"total",0.158961895927724,12670483
48,2013,"Texas",0,NA,NA,NA,26489464,0,0.0639299833754075,0.0678553608989921,"00",2039732,"total",0.158640021285444,12857613
48,2014,"Texas",0,NA,NA,NA,26977142,0,0.0651669738951681,0.0689517197372856,"00",2150702,"total",0.164937813432937,13039472
48,2015,"Texas",0,NA,NA,NA,27486814,0,0.0635927984481917,0.0689052600394539,"00",2205149,"total",0.16849573428956,13087269
48,2016,"Texas",0,NA,NA,NA,27937492,0,0.066273897296861,0.0692463854105086,"00",2251787,"total",0.16885523096174,13335607
48,2017,"Texas",0,NA,NA,NA,28322717,0,0.0665417605212043,0.0708731080441524,"00",2399267,"total",0.176743719040142,13574836
49,2001,"Utah",0,NA,NA,NA,2283715,0,0.0584022302550206,0.0710089518740145,"00",138928,"total",0.119345749433029,1164080
49,2002,"Utah",0,NA,NA,NA,2324815,0,0.0477699675365881,0.0639999545225959,"00",144443,"total",0.121917930780684,1184756
49,2003,"Utah",0,NA,NA,NA,2360137,0,0.053747567894999,0.0728719701795053,"00",154097,"total",0.128388381999948,1200241
49,2004,"Utah",0,NA,NA,NA,2401580,0,0.0591401480931112,0.056149247599606,"00",163426,"total",0.132741263944144,1231162
49,2005,"Utah",0,NA,NA,NA,2457719,0,0.0559886933839829,0.0673818032765177,"00",175121,"total",0.1376248377149,1272452
49,2006,"Utah",0,NA,NA,NA,2525507,0,0.0569191695488686,0.0825597225770315,"00",179455,"total",0.136110068223792,1318455
49,2007,"Utah",0,NA,NA,NA,2597746,0,0.0480894244134217,0.0611474945145399,"00",188841,"total",0.138941945471241,1359136
49,2008,"Utah",0,NA,NA,NA,2663029,0,0.0505523041346992,0.0517810644246382,"00",183280,"total",0.133663846511197,1371201
49,2009,"Utah",0,NA,NA,NA,2723421,0,0.0481830347803909,0.072282258342587,"00",191542,"total",0.140236482776293,1365850
49,2010,"Utah",0,NA,NA,NA,2776469,0,0.0471705382835428,0.0659953168038356,"00",191963,"total",0.14155477750969,1356104
49,2011,"Utah",0,NA,NA,NA,2814216,0,0.0451974652532459,0.046565695501034,"00",196634,"total",0.14560660285076,1350447
49,2012,"Utah",0,NA,NA,NA,2853467,0,0.0424706581635462,0.0472662904918678,"00",199393,"total",0.145227499508365,1372970
49,2013,"Utah",0,NA,NA,NA,2897927,0,0.045750642871178,0.0638690521042775,"00",201838,"total",0.143592552805504,1405630
49,2014,"Utah",0,NA,NA,NA,2937399,0,0.0428550980021568,0.0485026229689655,"00",209643,"total",0.146905011334452,1427065
49,2015,"Utah",0,NA,NA,NA,2982497,0,0.0482134779417142,0.0514463392327973,"00",216280,"total",0.148122985635604,1460138
49,2016,"Utah",0,NA,NA,NA,3042613,0,0.0483068856770708,0.0527057232406902,"00",225383,"total",0.149710984194801,1505454
49,2017,"Utah",0,NA,NA,NA,3103118,0,0.0455108695652174,0.0485680251469506,"00",236794,"total",0.153067470980762,1546991
5,2001,"Arkansas",0,NA,NA,NA,2691571,1,0.073180633306269,0.0766800424846758,"00",156711,"total",0.125022537579919,1253462
5,2002,"Arkansas",0,NA,NA,NA,2705927,1,0.0805418598300878,0.0708768850845971,"00",162535,"total",0.127879119279625,1271005
5,2003,"Arkansas",0,NA,NA,NA,2724816,1,0.0755692922979251,0.0844581902872922,"00",170696,"total",0.134225992485685,1271706
5,2004,"Arkansas",0,NA,NA,NA,2749686,1,0.0691374813227535,0.0915744235444654,"00",177721,"total",0.13667429296522,1300325
5,2005,"Arkansas",0,NA,NA,NA,2781097,1,0.0711863512907734,0.0905920616991652,"00",186786,"total",0.138779112921021,1345923
